lg_country_code,report_date,sessions,transactions,successful_orders,gmv_eur,healthy_ns,total_availability_sessions
bd,2026-01-10,270141,65358,70603,324015.2,226141,249232
hu,2026-01-10,160234,40111,30946,653253.57,114392,147054
pk,2026-03-13,906975,191970,223864,1054625.23,714248,801011
bd,2025-09-28,266587,60352,66871,284798.05,213516,239105
sg,2025-11-01,277754,79823,83454,1690834.29,255774,256763
mm,2025-12-22,137514,34152,38718,224251.08,114462,125757
hk,2025-11-15,352531,95612,81316,1677843.45,323938,333335
hu,2025-09-14,127956,37200,32204,621586.2,82102,109656
hu,2025-10-08,129901,39779,36000,623910.96,108472,116632
hk,2026-05-15,335576,86141,68068,1408687.75,306981,316853
bd,2026-04-09,319187,73293,78655,354436.45,260560,288902
la,2026-04-09,33894,8382,8964,36733.95,25851,31599
pk,2026-05-12,1087666,287307,285174,1289781.04,961803,993365
se,2025-09-17,162964,42393,36063,1050541.9,124792,142464
mm,2025-12-25,131594,29096,32267,212203.19,113552,120266
se,2025-09-03,166000,44196,37591,1073574.99,126803,144822
tw,2025-09-03,1330915,396923,433306,3440051.54,1223464,1245166
cz,2026-05-26,122817,36898,36299,672117.64,100073,111052
t3,2025-10-22,1788625,597387,360190,3395986.39,1602677,1662893
my,2025-11-18,983336,200588,222344,1323058.25,860643,889038
cz,2026-06-08,112050,34749,34132,622326.13,90007,100870
kh,2026-01-22,104734,25735,28122,175102.64,94944,97213
bd,2025-09-16,288615,62071,68975,280497.5,224262,258448
tw,2025-09-16,1346612,404882,438911,3522344.7,1235635,1255322
tw,2026-03-25,1272873,388890,422041,3286408.24,1175098,1189467
hu,2026-06-09,127228,41795,38678,750565.7,101909,115537
hu,2026-05-13,125106,41923,38794,748797.29,107576,113942
at,2026-05-28,99489,35292,29952,908528.47,82716,91000
mm,2025-11-17,113788,28520,31423,187492.47,96036,101355
no,2026-02-19,78199,17905,18088,702901.65,68292,72115
tw,2026-02-15,1402836,420149,458723,4051632.37,1295252,1343842
at,2025-12-27,92565,30814,25215,826708.88,75040,82368
mm,2025-09-30,125731,31236,35524,212824.96,103716,109309
hk,2026-01-09,303625,82621,66316,1347838.89,282154,287660
se,2025-09-05,217212,62650,51768,1567699.44,167015,189659
my,2025-09-05,1029003,218735,243158,1545903.56,891217,932828
sg,2026-03-22,314499,92669,95346,1996557.2,288348,290805
bd,2025-11-06,296527,69427,74347,327190.02,241890,266775
t3,2025-09-19,1769053,593677,375318,3542059.96,1596847,1661195
cz,2025-09-04,117496,28899,28529,482686.09,93257,100392
my,2025-09-04,986540,209396,233071,1408356.77,853688,893564
t3,2025-11-05,1853022,628451,379791,3580229.98,1694122,1751301
pk,2025-11-05,893496,236363,237230,1009963.22,770458,797475
ph,2025-07-16,1163682,287460,325873,2113457.73,966282,1054192
no,2025-11-19,75448,18437,17541,620701.14,64980,68606
bd,2025-08-22,309116,68897,74574,339745.16,220988,272517
tw,2026-04-04,1669072,436472,460599,3980931.97,1521935,1599956
kh,2025-12-26,93943,24367,26406,160010.84,84539,86700
bd,2025-07-30,291238,64328,69083,289021.16,220272,255394
la,2025-12-01,33266,8967,9975,41493.76,28126,30284
t3,2025-12-29,1738997,554144,338911,3197571.04,1544570,1653788
bd,2026-03-09,282803,56916,62001,312648.32,221719,255078
at,2026-06-04,134517,47086,37969,1146874.79,109185,124477
hk,2025-12-14,366702,106718,95107,1938483.84,342641,351553
my,2026-04-17,937398,225486,259984,1652488.48,832838,870702
hu,2026-03-21,131220,36501,35123,699910.96,110267,117237
hk,2025-12-28,342390,91869,82061,1675579.2,315965,325676
ph,2026-04-13,1249893,335942,370275,2247460.37,1094266,1151991
la,2026-04-13,35645,8499,9119,40293.56,23972,33181
sg,2026-04-13,242902,72993,68137,1290434.4,223577,225797
kh,2025-07-03,136665,27023,29404,165547.97,116680,120180
mm,2026-02-25,124113,31105,34170,212360.07,107587,112814
pk,2025-11-22,979752,261323,260517,1143715.51,859018,888331
at,2025-10-11,103695,37104,30469,958682.28,86009,92099
cz,2026-06-01,130664,37775,36943,683014.28,103317,118073
hk,2025-08-13,328777,78133,66227,1273126.68,292347,301492
cz,2026-04-28,117017,36103,35775,655806.29,97573,103724
hk,2026-05-09,362352,96749,84194,1772904.4,332783,345443
cz,2026-05-20,126099,40339,39465,725768.29,104694,111680
tw,2025-07-31,1449225,424170,455759,3916055.32,1298014,1336085
cz,2026-01-30,151621,47042,45989,900888.85,125451,133725
mm,2025-10-28,118957,29698,32709,194076.03,101257,108129
cz,2026-03-08,135908,39843,39083,791961.67,107826,120110
hu,2026-04-29,126876,40246,38153,718417.39,108733,114955
hu,2025-12-02,132938,40926,36900,672430.41,108062,119478
at,2026-06-17,100971,35167,30201,900160.5,81080,92389
sg,2026-06-17,236887,69269,63276,1261270.54,219207,220151
hk,2025-07-20,441786,27898,15819,317017.44,87435,418464
se,2025-07-06,188389,55002,45170,1315364.03,137021,162460
tw,2025-11-24,1309268,404223,430150,3390172.26,1214151,1230962
mm,2025-10-03,132814,31874,36094,232362.02,106345,116260
tw,2025-10-03,1353918,423699,459362,3735422.28,1247954,1267840
ph,2025-07-20,1371886,318160,351817,2410497.04,1004070,1217872
cz,2025-10-17,145409,46985,46410,858918.71,107165,117681
mm,2026-03-30,137102,31682,34807,233691.69,108696,123024
pk,2025-07-09,935236,205556,214707,868921.79,746470,821222
la,2026-01-02,34141,9881,10882,46273.54,26951,31772
at,2026-01-02,106482,36671,30665,972878.83,88132,95443
sg,2025-11-23,267039,81542,82091,1699892.17,243446,249057
at,2025-12-04,118865,42755,35391,1083494.79,100343,106608
mm,2025-07-08,123599,29814,34737,202083.34,99989,104217
bd,2025-08-29,294476,67577,74232,339224.32,219881,261891
pk,2026-03-31,1151778,281395,278026,1233316.51,885639,1021082
hu,2025-09-21,108256,33955,30295,579248.11,74300,91932
hu,2026-05-08,151925,50601,46262,982782.03,128573,138737
bd,2025-12-18,253432,62858,67993,294325.65,205489,227610
sg,2025-12-18,200212,61550,58883,1168142.5,184851,185653
se,2026-06-29,193399,48344,39046,1128698.92,121089,155080
bd,2026-01-03,256837,59510,64756,292476.08,206840,231963
no,2026-01-03,86647,20354,19906,779947.95,75886,80259
pk,2026-06-11,1168576,277793,266499,1257707.39,917273,1053313
kh,2025-08-15,154343,29368,32239,187344.02,131287,136994
se,2025-11-26,177498,50662,43126,1270406.28,144995,161551
kh,2025-11-26,133909,24700,26469,151846.6,117003,120059
bd,2025-11-26,285283,64986,69496,297871.58,238791,261180
my,2026-02-10,861272,206081,234361,1448361.78,780414,804171
ph,2025-09-10,1213273,302296,340232,2158631.87,1029105,1113783
kh,2025-08-04,137230,27072,29479,164565.34,116237,120620
t3,2025-08-04,1796493,589952,369255,3449028.22,1553064,1645077
sg,2025-11-11,226198,62392,61631,1139779.2,207270,208479
ph,2026-01-14,1128373,314692,342830,2155228.81,996909,1059524
at,2025-10-04,107901,38154,30843,974155.18,88445,96436
bd,2025-10-04,265032,60974,67474,297644.6,206701,238599
cz,2026-03-17,130294,32534,37876,681087.35,105833,113256
at,2026-03-17,99495,29402,29489,885355.25,81245,87280
ph,2026-03-17,1231419,281261,350906,2182010.98,1061172,1118236
kh,2025-08-03,136033,26901,29583,183307.8,115185,119724
pk,2026-01-29,943234,251689,249745,1076072.12,835087,863267
hk,2025-07-22,320638,75016,61712,1183446.81,286703,293058
mm,2026-01-15,111162,29196,32204,193243.72,97864,101874
my,2025-10-18,1062955,227386,249333,1597579.15,908928,955951
kh,2026-05-31,113705,27499,30025,190248.75,100279,103988
bd,2026-05-31,286662,60910,65483,317025.75,199462,261627
ph,2025-09-27,1341328,352102,401824,2620875.91,1151105,1241736
kh,2025-11-10,137720,24593,26668,150666.79,113778,117682
at,2026-01-26,98776,33107,28742,860007.14,81196,87270
hk,2025-08-06,328861,80875,65446,1271029.32,287890,301120
mm,2026-05-02,142178,33715,36919,256185.36,117943,131077
kh,2026-02-08,109054,27084,29431,189784.67,97428,100399
mm,2025-07-24,135910,34083,38013,220301.61,109366,118932
hu,2025-07-24,115208,34351,30991,530001.36,88529,94624
bd,2025-07-10,314852,62209,68426,304794.75,225491,272168
no,2025-07-10,69881,15783,14924,529948,54546,59169
la,2026-04-21,35143,8409,9109,35746.28,26923,32933
hk,2026-03-15,403961,104732,100462,2112394.78,361957,379945
tw,2025-11-27,1301737,415536,443320,3506945.72,1215731,1230487
se,2025-09-26,225401,68076,56848,1751922.32,175172,198300
la,2025-09-26,33675,8765,9646,38710.11,27474,30122
ph,2026-06-10,1288951,337288,367728,2286539.42,1107592,1185846
pk,2026-02-09,928515,241342,238708,1044157.35,778696,836466
pk,2025-07-23,915035,216218,217900,873057.33,752724,803478
t3,2026-02-20,1694207,493769,311340,3141552.87,1563189,1621753
kh,2025-10-06,142354,24976,28209,158414.89,119425,123607
la,2025-10-31,35628,9858,10855,45230.39,23552,25325
t3,2025-12-08,1737867,550928,333958,3227882.94,1586143,1654201
ph,2025-08-19,1200952,299938,332254,2090779.88,1008241,1085606
mm,2026-05-29,141614,34286,37258,256740.38,113662,130781
at,2026-05-29,105688,39615,33509,1056728.79,85949,96953
bd,2026-02-05,250670,60151,64897,287877.13,212180,229619
ph,2025-07-12,1289291,325496,369110,2579642.49,1087823,1173737
at,2025-11-16,142271,51291,40837,1231897.69,119022,126890
hk,2026-01-10,332159,94946,83054,1699255.03,313202,319602
ph,2026-05-01,1453866,394322,435792,2739470.19,1281487,1353742
tw,2025-08-07,1400290,427159,459766,3843830.05,1262433,1288241
t3,2026-06-22,1938464,607357,365658,3688981.87,1649854,1713956
bd,2025-11-15,282672,65127,69849,297655.35,225121,252409
hu,2026-03-27,141269,44389,40462,769987.2,106407,114237
mm,2025-09-14,134347,30829,34693,218122.41,98507,118373
hk,2025-09-14,412724,108778,96869,2042219.36,374657,389672
cz,2025-10-08,122446,37602,37676,663156.53,97517,104624
sg,2025-07-25,227264,65955,65439,1283128.98,201329,203820
pk,2025-07-26,950147,231776,231869,981596.47,782419,831479
se,2025-07-29,163368,44084,36340,1062403.17,114562,140072
hk,2025-07-29,346255,75529,59143,1161990.7,276018,317214
hu,2025-10-23,145238,38186,31581,616314.26,106403,132070
hu,2026-05-26,114296,37271,34443,673251.65,92570,103428
at,2026-02-17,101501,35066,30229,904202.91,83811,89993
cz,2026-05-27,130483,39518,38669,709558.02,105990,117271
tw,2025-12-10,1269623,409765,436256,3446813,1202967,1219483
la,2026-02-18,33069,9672,10604,44080.44,27758,30582
ph,2026-05-28,1381716,360447,393808,2451927.31,1178728,1272203
sg,2025-07-13,266272,77181,83869,1740605.24,243508,245014
la,2026-04-07,35853,8730,9399,38605.24,27555,32947
se,2025-09-02,158924,42198,36101,1032577.75,119628,138587
hu,2025-08-09,122762,37153,32584,629995.89,93971,103367
at,2025-10-25,105581,35663,29397,935495.7,82189,88360
bd,2026-03-10,286488,57197,62904,310704.45,222954,257602
la,2025-07-17,34598,8853,9843,38950.04,28317,29605
my,2026-04-18,1019853,240066,273133,1796122.71,895206,950295
tw,2026-01-09,1289154,434804,468598,3776094.27,1209551,1227643
kh,2026-01-09,94838,23597,25437,152217.76,85983,88367
tw,2026-06-06,1461766,475074,515842,4431369.75,1329786,1374228
hu,2025-09-05,141905,44521,40043,737324.93,108447,118234
cz,2025-10-24,144347,46184,45201,845554.77,103636,113941
pk,2026-03-22,1151113,260903,256633,1247380.84,917645,1040120
no,2026-03-22,129170,34597,33237,1278861.14,111019,119875
la,2026-02-16,33282,9230,10056,41464.66,26315,30478
tw,2025-11-19,1346591,411824,441411,3546750.71,1242594,1271103
no,2025-11-30,131379,36896,34620,1264508.46,114238,122526
kh,2026-01-21,107324,26853,29185,181143.92,97460,99899
at,2026-04-04,97657,30714,26535,862115.85,81697,87587
at,2025-12-26,114708,37105,28633,901040.56,93927,103658
pk,2026-02-02,894212,240365,238730,1055483.24,786589,824079
tw,2026-02-02,1309518,412001,441014,3457480.49,1204172,1251106
hu,2025-10-27,104429,31965,28776,502758.47,84295,92540
sg,2025-07-19,253453,73429,77535,1605801.12,231616,233039
sg,2025-07-30,219511,61193,59566,1149825.46,193171,194554
sg,2026-04-01,252034,74506,69447,1356736.41,232546,234159
ph,2025-07-05,1347120,334051,378782,2604439.39,1127564,1221177
hu,2025-09-07,120072,36867,32509,622374.4,81695,101803
hu,2025-11-08,143138,42095,36604,740651.03,108596,122562
no,2026-02-14,117106,27062,26968,1126807.67,103449,109930
at,2025-10-26,140004,48362,38816,1183385.12,108201,117608
my,2026-02-28,811794,172468,192502,1339109.92,718899,754852
bd,2026-04-17,321505,77367,84034,391233.56,255260,291414
bd,2026-06-19,317200,75224,80799,398727.16,242280,285765
la,2025-10-11,36700,10714,11839,49127.1,30995,33460
kh,2025-08-28,141247,26488,28811,168424.44,121168,125320
no,2026-03-07,95179,23437,22242,894164.75,84745,88433
ph,2025-12-17,1284239,353689,392349,2557639.47,1094537,1185167
pk,2026-02-11,941825,256448,252988,1097286.85,830652,861138
t3,2026-05-09,2146137,677074,417583,4250487.42,2012358,2068303
tw,2026-01-19,1230792,407221,439535,3435713.61,1148005,1170953
t3,2026-01-05,1882004,621493,387024,3602392.66,1697187,1793756
sg,2026-01-05,187103,57201,53218,1060928.64,172765,173411
hu,2026-04-14,122254,40354,38224,726821.05,104763,110860
la,2026-04-14,32512,5961,6093,27266.93,18382,30202
hu,2026-03-08,125068,36819,33003,671522.95,94465,113322
pk,2025-11-09,995938,267516,269365,1166297.3,849891,885434
kh,2026-01-16,107825,27352,29481,183017.38,97416,100426
no,2026-01-16,100058,22989,22559,854337.37,88069,93448
at,2026-01-16,119545,42619,36359,1132075.47,101713,108122
hu,2025-09-08,110324,33641,30781,531815.27,82454,91668
mm,2025-10-17,122210,30299,33764,206011.84,103045,110389
la,2026-03-30,34323,9055,9973,40984.84,26307,31155
hu,2026-03-30,115253,33460,31563,559016.17,94797,102878
t3,2025-07-09,1844966,583374,379369,3492915.9,1591046,1673383
bd,2026-01-02,272586,64326,70016,326351.25,214807,247259
no,2025-10-02,73687,17198,16274,574926.91,62428,66691
sg,2026-04-12,314448,95439,95127,1977234.85,287943,294918
la,2025-07-08,35546,9052,10234,39645.02,28897,30666
tw,2026-06-14,1705899,438446,455028,3925180.18,1432247,1637200
my,2026-06-14,1009403,235374,260547,1719927.76,867636,932764
ph,2026-06-15,1225853,325137,353638,2156403.98,1054826,1124174
la,2026-04-11,34785,9978,10945,47416.8,26210,32376
at,2026-01-17,111954,39453,33078,1064304.49,95410,102052
se,2026-04-26,225457,68217,61967,1836982.93,176873,210532
kh,2025-09-21,127860,23904,26572,178860.91,97403,112415
cz,2025-12-18,150810,49398,48746,905398.57,122826,132486
la,2025-12-18,28265,9042,9905,40159.69,24727,26305
cz,2025-08-18,115785,35378,34719,603425.92,81394,89691
hu,2025-11-26,130214,39157,35355,617358.38,110906,117860
sg,2025-11-26,216691,63837,61330,1200246.04,201617,202152
sg,2025-09-25,217218,64058,62799,1206539.47,199153,199773
ph,2026-05-04,1290444,345744,379344,2257960.94,1128658,1194636
hu,2026-02-10,120510,39083,35687,658190.95,102210,109593
pk,2026-02-10,954581,250435,246081,1062753.48,803568,866222
pk,2026-06-25,1196855,251269,244133,1251795.95,970281,1091165
bd,2025-08-04,303406,61831,66040,289558.08,215094,264497
sg,2026-06-26,251533,77442,73170,1538680.64,233778,234436
no,2026-01-14,79717,17292,17266,608486.7,69760,74015
hk,2026-01-14,302781,79450,62390,1218702.53,283588,288843
t3,2025-08-17,1835173,553064,358080,3581369.99,1561813,1686177
bd,2026-03-03,265928,54885,59445,282353.58,213007,242231
pk,2025-10-19,968238,261410,261989,1111422.63,841930,871636
mm,2025-07-22,128776,31759,35656,203465.7,106172,111435
t3,2026-06-12,2054085,652180,397087,4038843.54,1911833,1974384
hk,2026-05-19,314903,80864,63400,1258819.79,288008,296458
hk,2025-11-25,303786,77861,60466,1190380.66,276832,284386
la,2025-09-23,32956,9033,10047,38752.66,28013,29543
ph,2025-10-18,1370051,361217,405687,2675623.43,1156222,1262691
pk,2025-10-18,940001,253920,252628,1083599.71,821988,850567
sg,2025-10-18,251266,74737,76046,1565034.57,232550,233393
tw,2025-08-02,1653113,456771,494436,4437491.81,1493591,1541812
hk,2025-07-21,352219,79772,66347,1303778.84,314180,323228
hu,2025-09-27,107578,33811,29563,572640.14,84584,91454
sg,2025-09-27,265979,78690,80979,1681715.4,247207,248068
sg,2025-12-21,233545,72357,73475,1508356.92,217273,218033
tw,2026-05-02,1363518,448801,488760,4081985.5,1287434,1302958
hu,2026-05-02,113870,33474,30936,661395.68,94747,103877
hk,2026-06-23,304301,79714,62502,1305292.49,124553,127725
hu,2026-02-07,129334,40357,35850,755394.06,107536,116758
sg,2025-10-07,215573,62068,60132,1157050.64,196927,197696
la,2025-09-12,34216,9449,10535,41686.96,29131,30695
at,2025-07-10,104707,35541,31020,916044.32,83615,88993
t3,2025-08-31,1880384,614687,381224,3848230.29,1658190,1779938
la,2026-05-17,38017,11297,12621,57120.97,31901,34889
kh,2026-02-09,108917,25434,27680,160144.74,97473,99931
t3,2025-07-23,1856768,591479,367360,3451064.65,1611767,1696969
my,2025-07-23,944352,194136,219762,1295056.66,811716,844414
ph,2026-02-20,1318309,346651,378507,2416367.55,1154751,1224939
mm,2026-04-22,142267,34032,37351,239970.8,113157,130195
sg,2026-04-22,245635,72004,66741,1280924.98,224947,228783
ph,2025-12-08,1245103,352818,382637,2414208.99,1077582,1157284
kh,2026-03-26,108497,25820,28306,162412.83,95762,98392
cz,2026-03-01,132113,37768,37241,752943.87,106029,117621
t3,2026-06-21,1976095,602014,362513,3909461.46,129013,134595
kh,2026-02-05,109953,25790,27756,165357.58,99207,101531
tw,2026-05-29,1253701,420279,454333,3676364.12,1165255,1187765
at,2025-09-29,98943,34438,29287,871878.46,80164,86652
hu,2025-11-16,127429,37665,33639,641785.08,91004,110006
se,2025-10-09,164356,45345,38699,1125811.44,126674,143050
hu,2025-10-09,137527,43262,39188,700822.81,114302,123617
mm,2025-10-09,130865,30296,33777,205331.08,104575,115991
pk,2025-10-09,893913,233160,234581,964375.71,760541,798397
cz,2026-03-13,153827,38395,44739,857132.68,121388,132930
sg,2026-03-13,265620,71463,74057,1496910,238802,240132
hk,2025-08-08,331665,81989,67361,1335028.68,298180,307616
se,2026-05-01,232131,67411,59931,1809782.55,187879,217134
tw,2026-03-12,1220456,397423,433131,3431368.43,1121593,1138563
se,2025-11-01,242834,71123,60081,1829736.51,187605,212143
la,2026-06-22,35831,10899,11926,51595.13,29503,32416
t3,2025-11-15,1947605,641877,386299,3858496.1,1766458,1835808
tw,2026-03-27,1319707,410719,445503,3567170.01,1211372,1231014
my,2026-03-27,1182809,249023,277318,1893318.41,926652,1077040
bd,2025-09-14,305245,59677,64312,266347.2,215594,276351
my,2026-05-15,1019931,223210,255311,1636016.41,904855,943156
ph,2026-04-20,1259603,341185,376274,2284178.06,1106291,1166508
cz,2025-11-29,138025,43386,42375,868049.45,112776,122217
pk,2025-07-29,905294,222969,222454,912614.29,745473,785603
t3,2025-09-17,1729929,567466,369024,3407843.93,1565724,1629402
ph,2025-09-03,1340452,314170,351307,2235773.96,1144388,1224823
se,2026-05-27,191559,51085,45058,1338022.49,148489,179731
hk,2025-08-21,327975,80017,64681,1287736.62,294196,303869
sg,2025-08-21,213978,63331,61720,1196748.91,194029,194769
cz,2026-04-06,131275,32863,31704,617957.83,89929,117564
kh,2026-03-25,109225,25540,27871,158815.61,96497,99189
mm,2025-12-10,130106,30078,33055,200637.66,114802,120089
bd,2026-02-18,263630,63384,67725,326398.69,220563,242003
cz,2026-04-07,116919,34446,34566,618034.45,96786,102768
tw,2025-09-01,1340515,392906,424911,3394916.53,1226027,1251180
kh,2025-08-20,152592,29700,32341,172311.12,131982,135880
ph,2025-08-20,1228513,315747,350583,2245198.72,1036039,1111505
hu,2025-08-20,135596,35241,28860,554660.5,86120,116262
sg,2026-01-08,203377,61459,57066,1129435.9,188048,188450
